DataYear|DistrictCouNum|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|K12Enr|FreeK12|RedK12|LEPIdentifiedK12|LEPServedK12|SPEK12|PK12Enr|FreePK12|RedPK12|LEPIdentifiedPK12|LEPServedPK12|SPEPK12|SchoolLocationCountyNumber|SchoolLocationCountyName|MinMaxGrade|SchoolClassification
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |136|KENWOOD ELEMENTARY                 |11|11|04|72|17|1|3|3|14|72|17|1|3|3|14|27|Hennepin                                     |KG-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |136|KENWOOD ELEMENTARY                 |11|11|05|70|21|1|3|3|11|70|21|1|3|3|11|27|Hennepin                                     |KG-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |136|KENWOOD ELEMENTARY                 |11|11|All Grades|460|120|10|25|22|58|460|120|10|25|22|58|27|Hennepin                                     |KG-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |140|LORING ELEMENTARY                  |11|11|PK|||||||2|1||||2|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |140|LORING ELEMENTARY                  |11|11|KG|70|28|4|13|12|7|70|28|4|13|12|7|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |140|LORING ELEMENTARY                  |11|11|01|62|40|5|8|8|7|62|40|5|8|8|7|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |140|LORING ELEMENTARY                  |11|11|02|67|27|16|12|12|7|67|27|16|12|12|7|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |140|LORING ELEMENTARY                  |11|11|03|65|35|8|11|11|7|65|35|8|11|11|7|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |140|LORING ELEMENTARY                  |11|11|04|63|33|12|9|9|6|63|33|12|9|9|6|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |140|LORING ELEMENTARY                  |11|11|05|64|37|11|11|11|11|64|37|11|11|11|11|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |140|LORING ELEMENTARY                  |11|11|All Grades|391|200|56|64|63|45|393|201|56|64|63|47|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |144|LYNDALE ELEMENTARY                 |11|11|PK|||||||4|2||1||4|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |144|LYNDALE ELEMENTARY                 |11|11|KG|111|84|1|58|57|9|111|84|1|58|57|9|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |144|LYNDALE ELEMENTARY                 |11|11|01|104|72|6|57|57|13|104|72|6|57|57|13|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |144|LYNDALE ELEMENTARY                 |11|11|02|97|66|4|50|50|12|97|66|4|50|50|12|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |144|LYNDALE ELEMENTARY                 |11|11|03|86|67|3|54|54|13|86|67|3|54|54|13|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |144|LYNDALE ELEMENTARY                 |11|11|04|67|46|2|29|29|4|67|46|2|29|29|4|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |144|LYNDALE ELEMENTARY                 |11|11|05|66|51|3|35|35|10|66|51|3|35|35|10|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |144|LYNDALE ELEMENTARY                 |11|11|All Grades|531|386|19|283|282|61|535|388|19|284|282|65|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |151|JENNY LIND ELEMENTARY              |11|11|PK|||||||4|3|1|1||4|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |151|JENNY LIND ELEMENTARY              |11|11|KG|101|84|11|19|16|13|101|84|11|19|16|13|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |151|JENNY LIND ELEMENTARY              |11|11|01|83|71|8|21|19|12|83|71|8|21|19|12|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |151|JENNY LIND ELEMENTARY              |11|11|02|91|79|8|23|21|24|91|79|8|23|21|24|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |151|JENNY LIND ELEMENTARY              |11|11|03|99|82|5|14|14|27|99|82|5|14|14|27|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |151|JENNY LIND ELEMENTARY              |11|11|04|79|67|5|20|20|20|79|67|5|20|20|20|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |151|JENNY LIND ELEMENTARY              |11|11|05|82|76|5|8|8|22|82|76|5|8|8|22|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |151|JENNY LIND ELEMENTARY              |11|11|All Grades|535|459|42|105|98|118|539|462|43|106|98|122|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |152|NORTHROP ELEMENTARY                |11|11|PK|||||||3|2||1|1|3|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |152|NORTHROP ELEMENTARY                |11|11|KG|89|23|11|13|11|5|89|23|11|13|11|5|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |152|NORTHROP ELEMENTARY                |11|11|01|83|32|3|21|21|6|83|32|3|21|21|6|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |152|NORTHROP ELEMENTARY                |11|11|02|72|28|3|20|20|4|72|28|3|20|20|4|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |152|NORTHROP ELEMENTARY                |11|11|03|64|32|6|12|12|14|64|32|6|12|12|14|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |152|NORTHROP ELEMENTARY                |11|11|04|58|26|9|7|7|12|58|26|9|7|7|12|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |152|NORTHROP ELEMENTARY                |11|11|05|62|31|5|22|22|8|62|31|5|22|22|8|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |152|NORTHROP ELEMENTARY                |11|11|All Grades|428|172|37|95|93|49|431|174|37|96|94|52|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |155|PILLSBURY ELEMENTARY               |11|11|PK|||||||4|4||2||4|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |155|PILLSBURY ELEMENTARY               |11|11|KG|110|85|11|66|66|12|110|85|11|66|66|12|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |155|PILLSBURY ELEMENTARY               |11|11|01|100|82|9|58|58|11|100|82|9|58|58|11|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |155|PILLSBURY ELEMENTARY               |11|11|02|112|91|8|72|71|15|112|91|8|72|71|15|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |155|PILLSBURY ELEMENTARY               |11|11|03|97|79|7|62|62|14|97|79|7|62|62|14|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |155|PILLSBURY ELEMENTARY               |11|11|04|84|68|7|46|45|14|84|68|7|46|45|14|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |155|PILLSBURY ELEMENTARY               |11|11|05|70|56|4|27|27|18|70|56|4|27|27|18|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |155|PILLSBURY ELEMENTARY               |11|11|All Grades|573|461|46|331|329|84|577|465|46|333|329|88|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |156|PRATT ELEMENTARY                   |11|11|PK|||||||25|19|3|8||25|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |156|PRATT ELEMENTARY                   |11|11|KG|45|32|4|13|13|3|45|32|4|13|13|3|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |156|PRATT ELEMENTARY                   |11|11|01|53|34|2|15|15|3|53|34|2|15|15|3|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |156|PRATT ELEMENTARY                   |11|11|02|42|31|1|18|17|4|42|31|1|18|17|4|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |156|PRATT ELEMENTARY                   |11|11|03|23|16|2|9|9|1|23|16|2|9|9|1|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |156|PRATT ELEMENTARY                   |11|11|04|26|22|1|10|9|1|26|22|1|10|9|1|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |156|PRATT ELEMENTARY                   |11|11|05|27|17|1|6|6|3|27|17|1|6|6|3|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |156|PRATT ELEMENTARY                   |11|11|All Grades|216|152|11|71|69|15|241|171|14|79|69|40|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |160|SEWARD ELEMENTARY                  |11|11|KG|101|55|9|41|30|4|101|55|9|41|30|4|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |160|SEWARD ELEMENTARY                  |11|11|01|105|46|8|34|33|4|105|46|8|34|33|4|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |160|SEWARD ELEMENTARY                  |11|11|02|106|51|9|36|35|5|106|51|9|36|35|5|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |160|SEWARD ELEMENTARY                  |11|11|03|92|39|8|24|24|7|92|39|8|24|24|7|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |160|SEWARD ELEMENTARY                  |11|11|04|97|42|12|31|27|7|97|42|12|31|27|7|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |160|SEWARD ELEMENTARY                  |11|11|05|99|45|2|21|19|9|99|45|2|21|19|9|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |160|SEWARD ELEMENTARY                  |11|11|06|95|44|8|23|21|7|95|44|8|23|21|7|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |160|SEWARD ELEMENTARY                  |11|11|07|99|42|8|20|19|11|99|42|8|20|19|11|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |160|SEWARD ELEMENTARY                  |11|11|08|93|42|3|19|19|10|93|42|3|19|19|10|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |160|SEWARD ELEMENTARY                  |11|11|All Grades|887|406|67|249|227|64|887|406|67|249|227|64|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |161|SHERIDAN ELEMENTARY                |11|11|PK|||||||2|2||||2|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |161|SHERIDAN ELEMENTARY                |11|11|KG|123|101|11|16|16|14|123|101|11|16|16|14|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |161|SHERIDAN ELEMENTARY                |11|11|01|88|80|4|19|19|11|88|80|4|19|19|11|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |161|SHERIDAN ELEMENTARY                |11|11|02|81|68|6|23|23|16|81|68|6|23|23|16|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |161|SHERIDAN ELEMENTARY                |11|11|03|60|48|11|11|11|16|60|48|11|11|11|16|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |161|SHERIDAN ELEMENTARY                |11|11|04|57|53|2|13|13|16|57|53|2|13|13|16|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |161|SHERIDAN ELEMENTARY                |11|11|05|59|51|5|11|11|12|59|51|5|11|11|12|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |161|SHERIDAN ELEMENTARY                |11|11|All Grades|468|401|39|93|93|85|470|403|39|93|93|87|27|Hennepin                                     |PK-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |165|WAITE PARK ELEMENTARY              |11|11|KG|77|23|11|12|12|4|77|23|11|12|12|4|27|Hennepin                                     |KG-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |165|WAITE PARK ELEMENTARY              |11|11|01|83|40|8|15|15|6|83|40|8|15|15|6|27|Hennepin                                     |KG-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |165|WAITE PARK ELEMENTARY              |11|11|02|79|38|6|16|16|11|79|38|6|16|16|11|27|Hennepin                                     |KG-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |165|WAITE PARK ELEMENTARY              |11|11|03|77|43|10|18|18|7|77|43|10|18|18|7|27|Hennepin                                     |KG-05|10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |165|WAITE PARK ELEMENTARY              |11|11|04|70|43|4|8|8|11|70|43|4|8|8|11|27|Hennepin                                     |KG-05|10
