DataYear|DistrictCountyNumber|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|AMI_Male|AMI_Female|API_Male|API_Female|HIS_Male|HIS_Female|BLK_Male|BLK_Female|WHT_Male|WHT_Female|TotalMale|TotalFemale|TotalMinority|TotalStudents|Entity|MinMaxGrade|SchoolLocationCountyNumber|SchoolLocationCountyName|SchoolClassification
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |001|AITKIN SECONDARY SCHOOL            |03|03|07|0|0|1|0|0|0|0|2|38|45|39|47|3|86|School|07-12|01|Aitkin                                       |33
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |001|AITKIN SECONDARY SCHOOL            |03|03|08|1|1|0|0|0|1|2|3|52|44|55|49|8|104|School|07-12|01|Aitkin                                       |33
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |001|AITKIN SECONDARY SCHOOL            |03|03|09|0|0|0|0|0|0|1|0|59|54|60|54|1|114|School|07-12|01|Aitkin                                       |33
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |001|AITKIN SECONDARY SCHOOL            |03|03|10|0|0|1|0|1|0|1|1|44|47|47|48|4|95|School|07-12|01|Aitkin                                       |33
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |001|AITKIN SECONDARY SCHOOL            |03|03|11|1|1|0|0|0|1|1|1|39|53|41|56|5|97|School|07-12|01|Aitkin                                       |33
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |001|AITKIN SECONDARY SCHOOL            |03|03|12|2|0|0|1|0|0|1|0|50|48|53|49|4|102|School|07-12|01|Aitkin                                       |33
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |001|AITKIN SECONDARY SCHOOL            |03|03|All Grades|4|2|2|1|1|2|6|7|282|291|295|303|25|598|School|07-12|01|Aitkin                                       |33
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |002|RIPPLESIDE ELEMENTARY              |03|03|PK|0|0|0|0|0|0|0|0|10|8|10|8|0|18|School|PK-06|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |002|RIPPLESIDE ELEMENTARY              |03|03|KG|0|0|0|0|2|0|0|0|49|40|51|40|2|91|School|PK-06|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |002|RIPPLESIDE ELEMENTARY              |03|03|01|0|1|1|0|1|0|1|2|38|37|41|40|6|81|School|PK-06|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |002|RIPPLESIDE ELEMENTARY              |03|03|02|0|0|0|1|0|1|2|0|53|35|55|37|4|92|School|PK-06|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |002|RIPPLESIDE ELEMENTARY              |03|03|03|0|0|0|2|1|0|1|0|47|48|49|50|4|99|School|PK-06|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |002|RIPPLESIDE ELEMENTARY              |03|03|04|1|1|0|0|0|0|1|1|51|48|53|50|4|103|School|PK-06|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |002|RIPPLESIDE ELEMENTARY              |03|03|05|1|0|0|1|0|0|0|0|36|37|37|38|2|75|School|PK-06|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |002|RIPPLESIDE ELEMENTARY              |03|03|06|1|1|0|0|1|1|1|3|44|43|47|48|8|95|School|PK-06|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |002|RIPPLESIDE ELEMENTARY              |03|03|All Grades|3|3|1|4|5|2|6|6|328|296|343|311|30|654|School|PK-06|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |003|PALISADE ELEMENTARY                |03|03|KG|0|0|0|0|0|0|0|0|0|2|0|2|0|2|School|KG-04|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |003|PALISADE ELEMENTARY                |03|03|01|0|0|0|0|0|0|0|0|3|3|3|3|0|6|School|KG-04|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |003|PALISADE ELEMENTARY                |03|03|02|0|0|0|0|0|0|0|0|0|1|0|1|0|1|School|KG-04|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |003|PALISADE ELEMENTARY                |03|03|03|0|0|0|0|0|0|0|0|6|1|6|1|0|7|School|KG-04|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |003|PALISADE ELEMENTARY                |03|03|04|0|0|0|0|0|0|0|0|0|3|0|3|0|3|School|KG-04|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |003|PALISADE ELEMENTARY                |03|03|All Grades|0|0|0|0|0|0|0|0|9|10|9|10|0|19|School|KG-04|01|Aitkin                                       |10
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |006|AITKIN ALTERNATIVE LEARNING PROGRAM|03|03|11|0|1|0|0|0|0|0|0|1|3|1|4|1|5|School|11-12|01|Aitkin                                       |42
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |006|AITKIN ALTERNATIVE LEARNING PROGRAM|03|03|12|0|0|0|0|0|0|0|0|3|5|3|5|0|8|School|11-12|01|Aitkin                                       |42
12-13|01|Aitkin                                       |0001|01|AITKIN PUBLIC SCHOOL DISTRICT      |006|AITKIN ALTERNATIVE LEARNING PROGRAM|03|03|All Grades|0|1|0|0|0|0|0|0|4|8|4|9|1|13|School|11-12|01|Aitkin                                       |42
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |023|SPECIAL ED - SPEECH ONLY           |11|11|PK|0|0|2|2|0|1|1|1|38|17|41|21|7|62|School|PK-PK|27|Hennepin                                     |50
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |023|SPECIAL ED - SPEECH ONLY           |11|11|All Grades|0|0|2|2|0|1|1|1|38|17|41|21|7|62|School|PK-PK|27|Hennepin                                     |50
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |103|ARMATAGE ELEMENTARY                |11|11|PK|0|1|0|0|0|0|5|3|3|3|8|7|9|15|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |103|ARMATAGE ELEMENTARY                |11|11|KG|0|0|2|3|0|0|13|9|44|35|59|47|27|106|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |103|ARMATAGE ELEMENTARY                |11|11|01|0|1|4|3|0|1|7|4|47|45|58|54|20|112|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |103|ARMATAGE ELEMENTARY                |11|11|02|0|0|3|3|2|1|8|6|42|40|55|50|23|105|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |103|ARMATAGE ELEMENTARY                |11|11|03|0|0|4|3|3|2|17|5|38|36|62|46|34|108|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |103|ARMATAGE ELEMENTARY                |11|11|04|0|1|3|1|1|2|15|6|21|36|40|46|29|86|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |103|ARMATAGE ELEMENTARY                |11|11|05|0|1|4|1|3|1|8|14|19|23|34|40|32|74|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |103|ARMATAGE ELEMENTARY                |11|11|All Grades|0|4|20|14|9|7|73|47|214|218|316|290|174|606|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |104|LAKE HARRIET LOWER ELEMENTARY      |11|11|KG|0|0|8|2|1|1|2|1|61|54|72|58|15|130|School|KG-02|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |104|LAKE HARRIET LOWER ELEMENTARY      |11|11|01|0|0|1|1|1|0|5|1|58|59|65|61|9|126|School|KG-02|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |104|LAKE HARRIET LOWER ELEMENTARY      |11|11|02|0|0|1|4|0|3|4|2|50|71|55|80|14|135|School|KG-02|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |104|LAKE HARRIET LOWER ELEMENTARY      |11|11|All Grades|0|0|10|7|2|4|11|4|169|184|192|199|38|391|School|KG-02|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |105|BANCROFT ELEMENTARY                |11|11|PK|0|0|0|0|0|2|0|0|1|1|1|3|2|4|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |105|BANCROFT ELEMENTARY                |11|11|KG|4|5|1|3|5|6|13|14|31|31|54|59|51|113|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |105|BANCROFT ELEMENTARY                |11|11|01|7|5|1|2|8|8|13|15|19|24|48|54|59|102|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |105|BANCROFT ELEMENTARY                |11|11|02|5|3|0|1|23|13|16|14|16|11|60|42|75|102|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |105|BANCROFT ELEMENTARY                |11|11|03|8|6|2|1|18|17|7|11|6|6|41|41|70|82|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |105|BANCROFT ELEMENTARY                |11|11|04|3|6|1|0|13|11|7|8|3|1|27|26|49|53|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |105|BANCROFT ELEMENTARY                |11|11|05|3|5|1|1|10|15|18|10|7|5|39|36|63|75|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |105|BANCROFT ELEMENTARY                |11|11|All Grades|30|30|6|8|77|72|74|72|83|79|270|261|369|531|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |106|BARTON OPEN ELEMENTARY             |11|11|KG|1|1|1|2|0|1|7|9|27|28|36|41|22|77|School|KG-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |106|BARTON OPEN ELEMENTARY             |11|11|01|0|0|1|2|0|0|13|10|30|22|44|34|26|78|School|KG-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |106|BARTON OPEN ELEMENTARY             |11|11|02|0|1|3|1|2|1|10|9|23|29|38|41|27|79|School|KG-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |106|BARTON OPEN ELEMENTARY             |11|11|03|0|2|2|2|1|0|9|10|27|32|39|46|26|85|School|KG-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |106|BARTON OPEN ELEMENTARY             |11|11|04|2|1|4|0|2|2|8|6|35|27|51|36|25|87|School|KG-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |106|BARTON OPEN ELEMENTARY             |11|11|05|0|0|1|4|0|0|8|10|26|30|35|44|23|79|School|KG-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |106|BARTON OPEN ELEMENTARY             |11|11|06|0|0|5|3|2|1|7|10|29|30|43|44|28|87|School|KG-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |106|BARTON OPEN ELEMENTARY             |11|11|07|0|0|3|3|5|2|7|11|35|22|50|38|31|88|School|KG-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |106|BARTON OPEN ELEMENTARY             |11|11|08|1|0|1|2|2|2|8|11|26|31|38|46|27|84|School|KG-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |106|BARTON OPEN ELEMENTARY             |11|11|All Grades|4|5|21|19|14|9|77|86|258|251|374|370|235|744|School|KG-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |107|BETHUNE ELEMENTARY                 |11|11|PK|0|0|0|0|0|0|2|1|1|0|3|1|3|4|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |107|BETHUNE ELEMENTARY                 |11|11|KG|0|1|3|0|2|1|33|23|3|3|41|28|63|69|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |107|BETHUNE ELEMENTARY                 |11|11|01|0|3|0|0|0|1|32|25|0|1|32|30|61|62|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |107|BETHUNE ELEMENTARY                 |11|11|02|1|2|0|2|2|0|13|28|1|3|17|35|48|52|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |107|BETHUNE ELEMENTARY                 |11|11|03|3|1|4|0|1|0|25|21|1|1|34|23|55|57|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |107|BETHUNE ELEMENTARY                 |11|11|04|1|0|0|2|1|0|14|15|0|1|16|18|33|34|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |107|BETHUNE ELEMENTARY                 |11|11|05|0|2|2|2|1|1|16|17|3|0|22|22|41|44|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |107|BETHUNE ELEMENTARY                 |11|11|All Grades|5|9|9|6|7|3|135|130|9|9|165|157|304|322|School|PK-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |110|BURROUGHS ELEMENTARY               |11|11|KG|3|0|6|4|1|2|3|7|49|55|62|68|26|130|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |110|BURROUGHS ELEMENTARY               |11|11|01|0|1|1|1|1|1|4|2|62|54|68|59|11|127|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |110|BURROUGHS ELEMENTARY               |11|11|02|0|0|5|4|3|3|7|4|56|54|71|65|26|136|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |110|BURROUGHS ELEMENTARY               |11|11|03|2|0|5|4|8|2|5|6|52|55|72|67|32|139|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |110|BURROUGHS ELEMENTARY               |11|11|04|0|0|2|3|6|3|2|1|61|56|71|63|17|134|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |110|BURROUGHS ELEMENTARY               |11|11|05|0|1|1|3|7|8|5|5|54|44|67|61|30|128|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |110|BURROUGHS ELEMENTARY               |11|11|All Grades|5|2|20|19|26|19|26|25|334|318|411|383|142|794|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |119|FIELD ELEMENTARY                   |11|11|05|0|1|2|4|4|3|11|10|54|42|71|60|35|131|School|05-08|27|Hennepin                                     |20
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |119|FIELD ELEMENTARY                   |11|11|06|1|1|1|10|3|3|17|10|48|39|70|63|46|133|School|05-08|27|Hennepin                                     |20
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |119|FIELD ELEMENTARY                   |11|11|07|0|2|4|3|7|5|12|11|46|45|69|66|44|135|School|05-08|27|Hennepin                                     |20
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |119|FIELD ELEMENTARY                   |11|11|08|0|0|4|3|6|5|14|14|39|41|63|63|46|126|School|05-08|27|Hennepin                                     |20
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |119|FIELD ELEMENTARY                   |11|11|All Grades|1|4|11|20|20|16|54|45|187|167|273|252|171|525|School|05-08|27|Hennepin                                     |20
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |121|LAKE HARRIET UPPER SCHOOL          |11|11|03|0|0|3|6|2|6|5|2|68|57|78|71|24|149|School|03-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |121|LAKE HARRIET UPPER SCHOOL          |11|11|04|0|0|0|1|1|3|3|5|57|59|61|68|13|129|School|03-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |121|LAKE HARRIET UPPER SCHOOL          |11|11|05|0|0|5|5|2|2|4|2|40|53|51|62|20|113|School|03-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |121|LAKE HARRIET UPPER SCHOOL          |11|11|06|0|0|4|6|1|3|5|2|40|45|50|56|21|106|School|03-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |121|LAKE HARRIET UPPER SCHOOL          |11|11|07|0|1|3|5|2|1|3|9|50|50|58|66|24|124|School|03-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |121|LAKE HARRIET UPPER SCHOOL          |11|11|08|0|1|2|2|2|1|5|6|44|32|53|42|19|95|School|03-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |121|LAKE HARRIET UPPER SCHOOL          |11|11|All Grades|0|2|17|25|10|16|25|26|299|296|351|365|121|716|School|03-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |123|HALE ELEMENTARY                    |11|11|KG|1|0|5|2|0|0|3|7|44|63|53|72|18|125|School|KG-04|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |123|HALE ELEMENTARY                    |11|11|01|3|0|2|6|1|1|6|14|53|46|65|67|33|132|School|KG-04|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |123|HALE ELEMENTARY                    |11|11|02|1|0|1|3|4|1|7|11|42|45|55|60|28|115|School|KG-04|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |123|HALE ELEMENTARY                    |11|11|03|2|0|1|3|0|0|7|13|50|52|60|68|26|128|School|KG-04|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |123|HALE ELEMENTARY                    |11|11|04|1|0|4|6|2|3|10|7|58|45|75|61|33|136|School|KG-04|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |123|HALE ELEMENTARY                    |11|11|All Grades|8|0|13|20|7|5|33|52|247|251|308|328|138|636|School|KG-04|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |130|HIAWATHA ELEMENTARY                |11|11|KG|2|0|1|0|2|2|3|6|21|33|29|41|16|70|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |130|HIAWATHA ELEMENTARY                |11|11|01|3|1|0|1|0|0|6|4|11|15|20|21|15|41|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |130|HIAWATHA ELEMENTARY                |11|11|02|2|2|2|2|3|10|4|4|15|11|26|29|29|55|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |130|HIAWATHA ELEMENTARY                |11|11|03|1|5|2|0|3|5|7|7|10|14|23|31|30|54|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |130|HIAWATHA ELEMENTARY                |11|11|04|2|3|0|0|3|5|8|6|9|10|22|24|27|46|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |130|HIAWATHA ELEMENTARY                |11|11|05|2|2|0|1|7|7|6|4|10|12|25|26|29|51|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |130|HIAWATHA ELEMENTARY                |11|11|All Grades|12|13|5|4|18|29|34|31|76|95|145|172|146|317|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |134|LK NOKOMIS COMM-KEEWAYDIN CAMPUS   |11|11|04|0|4|0|0|4|3|7|9|17|21|28|37|27|65|School|04-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |134|LK NOKOMIS COMM-KEEWAYDIN CAMPUS   |11|11|05|0|3|0|1|6|5|12|9|17|12|35|30|36|65|School|04-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |134|LK NOKOMIS COMM-KEEWAYDIN CAMPUS   |11|11|06|5|1|0|1|6|1|7|6|12|11|30|20|27|50|School|04-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |134|LK NOKOMIS COMM-KEEWAYDIN CAMPUS   |11|11|07|1|2|0|4|4|7|9|7|15|10|29|30|34|59|School|04-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |134|LK NOKOMIS COMM-KEEWAYDIN CAMPUS   |11|11|08|0|4|2|1|3|4|7|3|20|9|32|21|24|53|School|04-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |134|LK NOKOMIS COMM-KEEWAYDIN CAMPUS   |11|11|All Grades|6|14|2|7|23|20|42|34|81|63|154|138|148|292|School|04-08|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |135|KENNY ELEMENTARY                   |11|11|KG|1|0|1|0|1|0|16|10|25|27|44|37|29|81|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |135|KENNY ELEMENTARY                   |11|11|01|0|0|2|1|2|0|14|7|28|25|46|33|26|79|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |135|KENNY ELEMENTARY                   |11|11|02|1|0|0|1|1|2|11|8|25|17|38|28|24|66|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |135|KENNY ELEMENTARY                   |11|11|03|1|0|0|2|2|1|13|12|18|7|34|22|31|56|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |135|KENNY ELEMENTARY                   |11|11|04|1|2|2|0|3|2|7|7|17|13|30|24|24|54|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |135|KENNY ELEMENTARY                   |11|11|05|1|1|1|2|0|0|14|9|13|17|29|29|28|58|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |135|KENNY ELEMENTARY                   |11|11|All Grades|5|3|6|6|9|5|75|53|126|106|221|173|162|394|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |136|KENWOOD ELEMENTARY                 |11|11|KG|0|0|2|7|2|0|7|5|32|24|43|36|23|79|School|KG-05|27|Hennepin                                     |10
12-13|27|Hennepin                                     |0001|03|MINNEAPOLIS PUBLIC SCHOOL DIST.    |136|KENWOOD ELEMENTARY                 |11|11|01|1|2|4|3|3|0|7|6|22|26|37|37|26|74|School|KG-05|27|Hennepin                                     |10
